Emp_Id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
IND09584,0.57,0.86,3,258,2,0,0,0,sales,low
IND09585,0.45,0.46,2,159,3,0,1,0,hr,high
IND09589,0.39,0.54,2,154,3,0,1,0,marketing,low
IND09591,0.38,0.55,2,151,3,0,1,0,sales,low
IND09595,0.52,0.55,3,225,2,0,0,0,technical,low
IND09600,0.84,0.90,3,262,2,0,0,0,sales,medium
IND09603,0.67,0.72,2,134,10,0,0,0,management,high
IND09604,0.45,0.54,2,140,3,0,1,0,support,low
IND09605,0.32,0.95,2,184,5,0,0,0,hr,medium
IND09608,0.89,0.52,3,190,3,0,0,0,RandD,medium
IND09611,0.43,0.81,3,102,3,0,0,0,sales,medium
IND09616,0.43,0.50,2,135,3,0,1,0,product_mng,medium
IND09618,0.60,0.64,2,137,5,0,0,0,sales,medium
IND0962,0.15,0.67,5,249,5,0,0,0,support,high
IND09620,0.70,0.48,4,237,3,0,0,0,sales,low
IND09625,0.13,0.62,5,268,3,0,0,0,sales,medium
IND09626,0.68,0.55,6,181,3,0,0,0,IT,medium
IND09628,0.10,0.92,6,279,4,0,1,0,sales,medium
IND0963,0.78,0.96,3,248,3,0,0,0,IT,medium
IND09633,0.41,0.49,2,130,3,0,1,0,marketing,low
IND09636,0.48,0.67,4,220,3,0,0,1,management,medium
IND09639,0.85,0.49,3,258,3,0,0,0,sales,medium
IND09640,0.10,0.92,6,285,4,0,1,0,technical,low
IND09641,0.74,0.72,5,196,3,0,0,0,marketing,low
IND09642,0.96,0.83,4,132,6,0,0,0,technical,high
IND09645,0.20,0.93,4,101,5,0,0,0,support,low
IND09649,0.82,0.85,4,223,5,0,1,0,technical,medium
IND09654,0.18,0.75,3,142,2,0,0,0,product_mng,low
IND09655,0.41,0.50,6,151,2,0,0,0,technical,low
IND09659,0.67,0.69,3,231,3,0,0,1,technical,medium
IND0966,0.95,0.98,5,155,3,0,0,0,accounting,low
IND09661,0.58,0.62,3,218,3,0,0,0,support,medium
IND09664,0.75,0.75,3,273,3,0,0,0,marketing,medium
IND09665,0.34,0.69,2,193,3,0,0,0,sales,medium
IND09669,0.61,0.49,3,275,2,0,0,0,product_mng,low
IND09672,0.77,0.52,3,210,3,1,0,0,IT,high
IND09673,0.68,0.53,3,156,4,0,0,0,accounting,medium
IND09674,0.92,0.94,5,307,5,0,1,0,IT,low
IND09677,0.42,0.53,3,199,4,0,1,0,technical,medium
IND09682,0.36,0.48,5,310,3,0,1,0,product_mng,medium
IND09687,0.45,0.41,3,216,6,1,0,0,RandD,medium
IND09689,0.11,0.88,5,250,4,0,1,0,RandD,medium
IND09690,0.27,0.56,3,301,3,0,1,0,support,low
IND09693,0.11,0.80,6,304,4,0,1,0,accounting,low
IND09698,0.45,0.54,2,140,3,0,1,0,support,low
IND09701,0.49,0.66,3,155,3,0,0,1,sales,low
IND09703,0.84,0.84,6,261,5,0,0,0,product_mng,low
IND09707,0.49,0.58,4,213,4,1,0,0,product_mng,low
IND0971,0.70,0.84,3,260,4,1,0,0,support,medium
IND09711,0.42,0.50,2,139,3,0,1,0,hr,medium
IND09715,0.85,0.86,4,250,3,0,0,0,technical,low
IND09719,0.93,0.62,3,231,6,0,0,0,hr,medium
IND09722,0.94,0.88,4,262,2,0,0,0,sales,medium
IND09726,0.75,1.00,4,216,6,0,1,0,technical,low
IND09727,0.12,0.47,3,258,5,0,0,0,sales,medium
IND0973,0.95,0.63,3,153,2,0,0,0,sales,low
IND09732,0.63,0.90,4,245,3,0,0,0,technical,low
IND09734,0.66,0.58,3,205,3,0,0,0,RandD,medium
IND09738,0.73,0.74,5,230,3,0,0,0,support,low
IND09740,0.73,0.90,3,274,2,0,0,0,support,high
IND09745,0.62,0.92,3,228,2,0,0,0,sales,low
IND09748,0.73,0.94,4,213,3,1,0,0,marketing,medium
IND09750,0.69,0.73,4,233,2,0,0,0,accounting,low
IND09751,0.79,0.66,3,154,4,0,0,0,support,medium
IND09753,0.67,0.91,3,147,3,0,0,0,technical,medium
IND09755,0.62,0.85,3,145,3,0,0,0,sales,medium
IND09760,0.91,0.70,4,134,2,0,0,0,technical,medium
IND09763,0.27,0.64,2,188,3,0,0,0,hr,low
IND09767,0.99,0.96,5,261,3,0,0,0,support,high
IND09769,0.74,0.58,4,178,4,0,0,0,sales,medium
IND09772,0.11,0.90,6,263,4,0,1,0,IT,low
IND09776,0.23,0.97,4,200,3,0,0,0,sales,low
IND0978,0.24,0.46,7,224,5,0,1,0,accounting,medium
IND09780,0.88,0.75,4,201,2,0,0,0,sales,medium
IND09781,0.79,0.94,4,232,5,0,1,0,technical,medium
IND09782,0.42,0.96,3,270,6,0,0,0,support,low
IND09783,0.96,0.62,5,185,3,0,0,0,sales,low
IND09785,0.11,0.86,6,245,4,0,1,0,support,low
IND0979,0.61,0.83,4,153,2,0,0,0,technical,low
IND09790,0.28,0.45,6,218,4,0,1,0,accounting,low
IND09791,0.53,0.59,3,163,4,0,0,0,accounting,low
IND09795,0.89,0.67,3,226,3,0,0,0,sales,medium
IND09799,0.78,0.51,3,172,3,0,0,0,technical,medium
IND09802,0.93,0.70,5,231,7,0,0,1,sales,high
IND09805,0.41,0.54,2,145,3,0,1,0,support,low
IND09806,0.33,0.61,2,163,3,0,0,0,technical,medium
IND09807,0.90,0.64,3,163,3,0,0,0,IT,medium
IND09808,0.36,0.41,3,167,10,0,0,0,support,low
IND09811,0.63,0.93,4,238,2,0,0,0,technical,low
IND09813,0.86,0.86,3,173,3,0,0,0,marketing,low
IND09817,0.92,0.91,3,228,2,0,0,1,marketing,medium
IND09819,0.50,0.75,3,204,2,0,0,0,technical,high
IND0982,0.72,0.48,3,155,2,0,0,0,technical,medium
IND09822,0.37,0.57,2,158,3,0,1,0,technical,low
IND09823,0.88,0.86,3,187,3,0,0,0,marketing,low
IND09826,0.98,0.75,5,168,4,1,0,0,RandD,medium
IND09831,0.39,0.45,3,100,8,1,0,0,product_mng,medium
IND09833,0.46,0.50,2,156,3,0,1,0,technical,medium
IND09835,0.39,0.56,2,142,3,0,1,0,accounting,low
IND09837,0.40,0.46,2,149,3,0,1,0,technical,medium
IND0984,0.15,0.87,4,194,4,0,0,0,sales,low
IND09840,0.57,0.54,3,157,4,1,0,0,sales,high
IND09844,0.91,0.73,3,155,3,0,0,0,hr,low
IND09845,0.10,0.88,7,300,4,0,1,0,sales,medium
IND09847,0.55,0.48,4,271,6,1,0,0,sales,high
IND09849,0.88,0.83,4,163,3,0,0,0,hr,low
IND09852,0.68,0.53,3,138,2,1,0,0,sales,low
IND09853,0.17,0.59,6,160,2,0,0,0,IT,low
IND09858,0.82,0.89,4,275,3,0,0,0,IT,medium
IND09863,0.39,0.56,2,130,3,0,1,0,sales,medium
IND09868,0.77,0.83,4,154,3,0,0,0,marketing,low
IND09873,0.18,0.60,3,140,4,0,0,0,sales,low
IND09874,0.42,0.44,3,183,2,0,0,0,product_mng,medium
IND09879,0.53,0.66,3,109,2,0,0,0,RandD,medium
IND0988,0.70,0.85,4,232,3,0,0,0,sales,medium
IND09881,0.82,0.84,3,194,3,0,0,0,product_mng,low
IND09885,1.00,0.58,4,229,2,1,0,0,technical,medium
IND09887,0.55,0.73,4,201,3,0,0,0,sales,low
IND09892,0.56,0.52,4,158,2,0,0,0,IT,low
IND09895,0.50,0.60,5,216,3,0,0,0,sales,medium
IND09897,0.79,0.59,4,139,3,0,1,1,management,low
IND09899,0.44,0.83,4,210,2,0,0,0,IT,medium
IND099,0.89,0.93,4,141,2,0,0,0,marketing,low
IND09904,0.98,0.53,5,186,3,0,0,0,marketing,low
IND09908,0.90,1.00,4,229,5,0,1,0,sales,low
IND09913,0.73,0.86,4,245,6,0,1,0,sales,low
IND09918,0.65,0.40,2,141,2,0,0,0,IT,low
IND0992,0.54,0.53,4,183,3,0,0,0,IT,low
IND09921,0.95,0.67,4,261,3,0,0,0,technical,low
IND09923,0.31,0.79,2,193,4,0,0,0,support,low
IND09927,0.27,0.48,4,185,2,0,0,0,support,low
IND0993,0.82,0.71,4,164,4,0,0,0,support,low
IND09930,0.65,0.75,3,214,3,0,0,0,sales,medium
IND09933,0.88,0.98,3,160,2,0,0,0,product_mng,medium
IND09934,0.69,0.65,4,232,2,1,0,0,sales,low
IND09938,0.69,0.76,3,153,3,0,0,0,technical,medium
IND09940,0.76,0.99,4,253,5,1,1,0,IT,medium
IND09945,0.85,0.69,5,273,3,1,0,0,hr,low
IND09950,0.81,0.86,4,213,3,0,0,0,support,low
IND09954,0.65,0.82,5,265,3,0,0,0,IT,low
IND09958,0.73,0.87,3,142,3,0,0,0,management,low
IND09961,0.14,0.74,6,160,5,0,0,0,technical,medium
IND09965,0.86,0.71,5,273,3,0,0,0,support,medium
IND09966,0.56,0.48,4,197,3,1,0,0,technical,high
IND09971,0.70,0.54,5,263,3,0,0,0,technical,low
IND09976,0.36,0.50,2,132,3,0,1,0,technical,low
IND0998,0.96,0.47,2,233,5,1,0,0,technical,low
IND09980,1.00,0.60,4,261,3,0,0,0,technical,low
IND09982,0.59,0.50,2,162,2,0,0,0,management,high
IND09986,0.85,0.90,3,245,3,0,0,0,marketing,medium
IND09989,0.58,0.88,4,255,3,0,0,0,sales,high
IND09994,0.71,0.62,3,258,2,0,0,0,technical,medium
IND09996,0.69,0.43,5,113,8,0,0,0,technical,medium
IND09999,0.58,0.87,4,181,3,0,0,0,IT,medium
IND10001,0.54,0.73,3,157,3,0,0,0,RandD,low
IND10005,0.69,0.56,3,183,4,1,0,0,RandD,low
IND10008,0.88,0.62,4,138,3,0,0,0,technical,medium
IND10009,0.42,0.56,2,133,3,0,1,0,sales,low
IND10012,0.16,0.42,3,182,3,1,0,0,product_mng,low
IND10017,0.83,0.78,3,257,2,0,0,0,sales,low
IND10019,0.15,0.74,6,212,2,0,0,0,sales,low
IND10021,0.67,0.66,6,152,3,0,0,0,RandD,medium
IND10024,0.82,0.71,3,150,3,0,0,0,support,medium
IND10027,0.49,0.52,3,156,2,0,0,0,sales,low
IND10031,0.67,0.58,5,161,3,1,0,0,support,low
IND10032,0.49,0.55,4,268,4,0,0,0,support,high
IND10035,0.42,0.53,3,199,4,0,1,0,technical,medium
IND10037,0.90,0.51,4,137,6,0,0,0,sales,medium
IND10041,0.86,0.96,4,146,3,0,0,0,IT,medium
IND10043,0.91,0.68,4,178,3,1,0,0,sales,medium
IND10047,0.90,0.66,3,261,3,1,0,0,product_mng,medium
IND10050,0.38,0.50,2,153,3,0,1,0,support,low
IND10055,0.40,0.79,5,181,5,0,0,0,IT,medium
IND10057,0.10,0.90,7,286,4,0,1,0,sales,low
IND10060,0.37,0.72,3,121,2,0,0,0,sales,low
IND10063,0.64,0.88,3,252,2,0,0,0,sales,low
IND10068,0.92,0.94,2,224,2,0,0,0,sales,low
IND10071,0.76,0.56,4,137,3,0,0,0,IT,low
IND10075,0.10,0.96,6,274,4,0,1,0,technical,low
IND10076,0.81,0.62,3,100,3,0,0,0,sales,low
IND10078,0.83,0.86,4,139,3,0,0,0,support,medium
IND10080,0.34,0.71,2,160,3,1,0,0,sales,medium
IND10081,0.72,0.73,5,184,4,1,0,0,technical,low
IND10082,0.95,0.71,4,151,4,0,0,0,sales,medium
IND10083,0.51,0.64,3,267,2,0,0,0,sales,low
IND10086,0.10,0.97,6,247,4,0,1,0,management,medium
IND10089,0.77,0.87,5,266,5,0,1,0,accounting,medium
IND10094,0.93,0.98,3,238,2,0,0,0,marketing,low
IND10099,0.11,0.88,7,272,4,0,1,0,sales,medium
IND10102,0.27,0.69,2,177,5,0,0,0,RandD,low
IND10103,0.61,0.51,3,141,2,0,0,0,sales,low
IND10108,0.96,0.70,5,184,2,1,0,0,product_mng,medium
IND10110,0.82,0.84,3,194,3,0,0,0,product_mng,low
IND10111,0.22,0.54,6,169,4,0,0,0,technical,low
IND10115,0.95,0.80,3,225,2,0,0,0,sales,high
IND10117,0.62,0.70,5,270,3,0,0,0,technical,high
IND10119,0.49,0.46,2,129,2,0,0,0,RandD,high
IND10120,0.86,0.95,4,238,5,0,1,0,sales,medium
IND10122,0.17,0.40,4,286,3,0,0,0,support,low
IND10127,0.19,0.80,6,143,4,0,0,0,RandD,medium
IND10128,0.54,0.64,6,278,2,0,0,0,technical,medium
IND10129,0.96,0.82,4,274,3,0,0,0,support,medium
IND10133,0.90,0.64,5,226,2,0,0,0,technical,low
IND10135,0.93,0.62,4,258,3,0,0,0,sales,medium
IND10137,0.38,0.45,2,151,3,0,1,0,technical,low
IND10141,0.98,0.58,3,183,3,0,0,0,sales,low
IND10145,0.55,0.61,3,209,3,0,0,0,technical,low
IND10146,0.10,0.79,6,275,4,0,1,0,management,low
IND10150,0.09,0.97,7,254,4,1,1,0,RandD,medium
IND10152,0.12,0.61,6,257,3,0,0,0,sales,medium
IND10153,0.19,0.36,3,167,5,0,0,0,sales,low
IND10158,0.77,0.89,4,269,10,0,0,0,management,high
IND10162,0.17,0.51,6,213,3,0,0,0,RandD,medium
IND10164,0.43,0.56,2,133,3,0,1,0,RandD,low
IND10167,0.72,0.71,3,133,2,0,0,0,hr,low
IND10170,0.89,0.88,5,228,5,1,1,0,support,low
IND10171,0.75,0.49,2,173,3,1,0,0,RandD,low
IND10174,0.94,0.62,3,147,3,0,0,0,product_mng,low
IND10179,0.86,0.93,3,199,3,1,0,0,sales,medium
IND10182,0.93,0.63,4,143,3,1,0,0,product_mng,low
IND10186,0.96,0.49,5,137,3,0,0,0,hr,medium
IND10191,0.75,0.83,3,146,3,0,0,0,support,medium
IND10193,0.84,0.89,4,187,2,1,0,0,IT,low
IND10197,0.38,0.50,2,140,3,0,1,0,sales,medium
IND10201,0.95,0.84,3,270,3,1,0,1,sales,medium
IND10202,0.72,0.55,4,202,3,0,0,0,technical,low
IND10203,0.57,0.69,3,154,2,0,0,0,RandD,low
IND10206,0.98,0.68,3,203,3,0,0,0,hr,medium
IND10209,0.90,0.49,3,237,2,0,0,0,technical,medium
IND10211,0.71,0.81,2,182,3,0,0,0,management,high
IND10214,0.84,0.66,3,209,2,0,0,0,sales,low
IND10216,0.64,0.88,3,252,2,0,0,0,sales,low
IND10217,0.95,0.61,3,164,3,0,0,0,RandD,medium
IND10220,0.10,0.97,7,254,4,0,1,0,sales,low
IND10222,0.69,0.72,2,190,2,0,0,0,technical,medium
IND10226,0.77,0.64,3,254,3,0,0,0,accounting,medium
IND10231,0.60,0.66,4,132,4,0,0,0,technical,medium
IND10236,0.94,0.99,2,273,4,0,0,0,technical,low
IND10238,0.51,0.52,3,132,3,0,0,0,sales,low
IND10243,0.91,0.85,4,203,2,0,0,0,sales,low
IND10246,0.24,0.94,4,146,4,0,0,0,product_mng,medium
IND10247,0.56,0.52,3,243,3,0,0,0,sales,low
IND10251,0.10,0.87,7,289,4,0,1,0,sales,low
IND10253,0.98,0.88,4,145,2,0,0,0,sales,low
IND10257,0.77,0.89,4,270,5,0,1,0,sales,medium
IND10261,0.37,0.46,2,130,3,1,1,0,technical,medium
IND10263,0.85,0.74,3,250,3,1,0,0,IT,low
IND10267,0.46,0.54,2,144,3,0,1,0,sales,low
IND10270,0.49,0.92,5,176,3,0,0,0,marketing,low
IND10275,0.72,0.86,4,191,2,0,0,0,RandD,low
IND10278,0.39,0.50,2,147,3,0,1,0,marketing,low
IND10281,0.60,0.70,3,147,2,0,0,0,sales,low
IND10283,0.14,0.99,3,257,4,1,0,0,sales,low
IND10287,0.50,0.53,3,191,2,1,0,0,hr,low
IND10289,0.40,0.49,2,135,3,0,1,0,sales,low
IND10291,0.69,0.97,4,264,3,0,0,0,technical,low
IND10294,0.39,0.54,2,155,3,0,1,0,support,low
IND10296,0.74,0.54,4,167,2,0,0,0,sales,medium
IND10298,0.81,0.81,4,177,3,0,0,0,RandD,medium
IND10299,0.49,0.58,3,136,4,1,0,0,technical,low
IND10304,0.24,0.74,6,106,5,0,0,0,technical,low
IND10308,0.43,0.56,2,157,3,0,1,0,sales,low
IND10311,0.77,0.86,5,238,3,0,0,0,management,high
IND10313,0.75,0.76,4,254,4,0,0,0,support,low
IND10314,0.94,0.62,5,201,2,0,0,0,sales,low
IND10316,0.38,0.57,2,146,3,0,1,0,sales,medium
IND10319,0.70,0.98,4,176,5,0,0,0,technical,low
IND10323,0.81,0.77,3,221,2,0,0,0,technical,low
IND10328,0.36,0.52,2,147,3,0,1,0,sales,medium
IND10332,0.17,0.52,6,176,5,0,0,0,support,medium
IND10336,0.27,0.60,6,205,5,1,0,0,technical,low
IND10339,0.81,0.69,5,134,2,0,0,0,sales,medium
IND10340,0.88,0.95,4,234,3,0,0,0,IT,low
IND10343,0.59,0.51,2,145,5,0,0,0,technical,medium
IND10345,0.78,0.83,4,252,2,0,0,1,sales,high
IND10348,0.83,0.88,5,239,5,0,1,0,support,low
IND10353,0.27,0.86,3,222,5,0,0,0,support,medium
IND10355,0.88,0.58,2,123,4,0,0,0,sales,low
IND10360,0.77,0.58,2,247,2,1,0,0,RandD,medium
IND10364,0.99,0.47,3,152,5,0,0,0,sales,low
IND10366,0.62,0.51,4,208,2,1,0,0,sales,low
IND10368,0.98,0.66,2,255,3,0,0,0,support,low
IND10372,0.37,0.53,2,126,3,0,1,0,sales,low
IND10377,0.61,0.84,5,104,4,0,0,0,sales,low
IND10380,0.74,0.60,3,232,3,0,0,0,IT,low
IND10385,0.75,0.64,4,247,3,1,0,0,sales,medium
IND10386,0.48,0.93,3,219,6,0,1,0,technical,low
IND10388,0.52,0.88,3,261,4,0,0,0,sales,medium
IND10389,0.75,0.68,4,220,2,0,0,0,IT,medium
IND10393,0.52,0.70,3,257,3,0,0,0,support,low
IND10394,0.74,0.89,5,229,6,0,1,0,support,low
IND10397,0.59,1.00,4,275,3,0,0,0,RandD,medium
IND10399,0.79,0.68,5,272,3,0,0,0,support,medium
IND10400,0.90,0.60,3,255,4,1,0,0,marketing,low
IND10402,0.94,0.83,4,156,2,0,0,0,sales,medium
IND10403,0.19,0.50,6,143,5,1,0,0,sales,low
IND10404,0.66,0.71,3,136,3,1,0,0,technical,medium
IND10406,0.11,0.80,6,285,4,0,1,0,accounting,medium
IND10408,0.62,0.61,3,171,3,0,0,0,support,medium
IND10412,0.63,0.52,5,209,8,1,0,0,RandD,low
IND10417,0.69,0.61,5,229,3,0,0,0,technical,medium
IND10420,0.50,0.83,2,220,2,1,0,0,sales,medium
IND10422,0.16,0.63,6,286,7,0,0,1,sales,medium
IND10427,0.81,0.96,4,143,3,1,0,0,technical,medium
IND10428,0.37,0.41,6,101,3,0,0,0,product_mng,low
IND10431,0.66,0.90,3,250,2,0,0,0,sales,low
IND10435,0.98,0.77,3,134,2,1,0,0,sales,low
IND10437,0.17,0.78,3,239,6,0,0,0,sales,low
IND10440,0.72,0.96,3,143,3,0,0,0,sales,low
IND10444,0.11,0.80,6,306,4,0,1,0,sales,low
IND10448,0.45,0.92,6,164,4,1,0,0,marketing,low
IND10450,0.44,0.56,3,123,3,0,0,0,accounting,medium
IND10451,0.86,0.58,4,220,5,0,0,0,technical,low
IND10454,0.95,0.86,5,143,3,0,0,0,technical,medium
IND10458,0.84,0.55,3,242,3,0,0,0,RandD,medium
IND10463,0.59,0.62,3,166,2,0,0,0,sales,low
IND10466,0.66,0.93,5,253,5,0,1,0,product_mng,low
IND10467,0.91,0.67,4,206,3,0,0,0,IT,low
IND10471,0.81,0.53,3,148,3,0,0,0,technical,low
IND10476,0.97,0.68,3,185,2,0,0,0,technical,medium
IND10479,0.99,0.72,4,136,3,0,0,0,RandD,low
IND10482,0.78,0.98,4,207,2,1,0,0,technical,medium
IND10483,0.75,0.96,5,190,3,0,0,0,sales,medium
IND10485,0.11,0.97,6,284,4,0,1,0,sales,low
IND10490,0.97,0.94,3,180,3,0,0,0,hr,low
IND10493,0.70,0.52,5,200,2,1,0,0,IT,low
IND10496,0.72,0.71,4,256,3,0,0,1,sales,medium
IND10497,0.37,0.47,2,148,3,0,1,0,hr,low
IND10502,0.67,1.00,4,145,3,1,0,1,sales,medium
IND10506,0.28,0.89,4,97,6,0,0,0,management,low
IND10510,0.74,0.67,3,273,3,1,0,0,hr,low
IND10511,0.11,0.92,7,307,4,0,1,0,IT,low
IND10512,0.74,0.54,5,216,3,0,1,0,sales,low
IND10516,0.86,0.79,3,106,6,1,0,0,sales,medium
IND10521,0.74,0.38,2,126,3,0,0,0,sales,medium
IND10523,0.80,0.83,3,163,3,0,0,0,sales,low
IND10525,0.09,0.79,6,293,5,0,1,0,sales,low
IND10527,0.46,0.38,6,140,3,0,0,0,technical,high
IND10531,0.48,0.85,3,279,4,0,0,0,IT,low
IND10536,0.77,0.87,4,242,6,0,1,0,sales,low
IND10539,0.56,0.78,4,193,2,1,0,0,support,low
IND10544,0.67,0.90,5,171,3,0,0,0,sales,medium
IND10549,0.72,0.85,4,142,3,0,0,0,sales,medium
IND10550,0.93,0.59,3,273,2,1,0,0,sales,medium
IND10551,0.22,0.69,3,212,3,0,0,0,sales,medium
IND10556,0.89,0.89,4,265,2,0,0,0,sales,medium
IND10561,0.38,0.57,2,131,3,0,1,0,support,medium
IND10565,0.68,0.83,3,144,2,0,0,0,accounting,medium
IND10570,0.25,0.97,3,158,3,0,0,0,sales,low
IND10574,0.77,0.93,5,182,4,0,0,0,support,medium
IND10578,0.23,0.78,4,163,6,0,0,0,RandD,medium
IND10582,0.58,0.99,3,207,10,0,0,0,technical,low
IND10587,0.44,0.56,2,145,3,0,1,0,support,medium
IND10591,0.65,0.79,4,196,2,0,0,0,accounting,medium
IND10592,0.90,0.99,4,190,2,0,0,0,sales,low
IND10597,0.85,0.98,5,248,5,0,1,0,product_mng,medium
IND10601,0.54,0.91,3,142,2,0,0,0,support,low
IND10604,0.45,0.72,3,148,2,0,0,0,sales,low
IND10608,0.88,0.89,2,160,4,0,0,0,support,low
IND10610,0.81,0.77,5,249,2,0,0,0,support,low
IND10612,0.30,0.37,6,278,3,0,0,0,technical,low
IND10615,0.45,0.47,2,160,3,0,1,0,sales,low
IND10618,0.54,0.76,3,183,3,0,0,0,sales,low
IND10622,0.78,0.43,4,275,3,0,0,0,IT,low
IND10625,0.53,0.99,3,188,3,0,0,0,technical,high
IND10626,0.93,0.61,3,166,3,0,0,0,sales,medium
IND10629,0.51,0.58,4,140,2,1,0,0,product_mng,low
IND10631,0.72,1.00,4,245,5,0,1,0,sales,low
IND10636,0.45,0.57,2,134,3,0,1,0,sales,low
IND10640,0.10,0.93,6,289,4,1,1,0,support,low
IND10645,0.21,0.58,7,203,5,0,1,0,support,medium
IND10647,0.75,0.99,5,189,3,0,0,0,support,low
IND10651,0.12,0.42,3,110,2,0,0,0,accounting,medium
IND10656,0.56,0.67,3,270,2,0,0,0,sales,medium
IND10661,0.70,0.93,3,250,3,0,0,0,marketing,low
IND10662,0.59,0.82,4,203,4,1,0,0,sales,low
IND10663,0.66,0.94,4,198,3,1,0,0,support,medium
IND10667,0.25,0.64,4,226,5,0,0,0,management,medium
IND10668,0.71,0.48,5,114,3,0,0,0,management,low
IND10673,0.85,0.50,3,168,2,1,0,0,marketing,medium
IND10676,0.68,0.46,4,143,3,0,0,0,sales,low
IND10681,0.44,0.56,2,142,3,0,1,0,hr,low
IND10684,0.41,0.56,2,154,3,0,1,0,technical,low
IND10689,0.78,0.58,3,241,3,1,0,0,sales,medium
IND10692,0.51,0.60,7,243,5,0,1,0,technical,medium
IND10695,0.58,0.92,3,232,5,0,0,0,marketing,medium
IND10698,0.43,0.51,2,128,3,0,1,0,sales,low
IND10701,0.51,0.58,5,173,3,0,0,0,support,low
IND10706,0.68,0.79,4,273,4,0,0,0,product_mng,low
IND10711,0.32,0.72,2,240,5,0,0,0,IT,low
IND10713,0.83,0.83,3,186,3,1,0,1,marketing,medium
IND10718,0.60,0.54,3,265,3,1,0,0,sales,medium
IND10722,0.73,0.87,5,257,5,0,1,0,IT,low
IND10725,0.46,0.53,2,161,3,0,1,0,sales,low
IND10727,0.58,0.79,5,262,2,0,0,0,sales,high
IND10732,0.70,0.57,4,150,4,0,0,0,sales,high
IND10735,0.75,0.76,5,175,4,0,0,0,IT,low
IND10736,0.77,0.52,4,241,3,0,0,0,product_mng,medium
IND10739,0.90,0.96,5,243,5,0,1,0,technical,medium
IND10740,0.75,0.73,3,225,4,0,0,0,support,low
IND10742,0.43,0.56,2,157,3,0,1,0,sales,low
IND10744,0.57,0.68,4,154,3,1,0,0,management,medium
IND10745,0.94,0.59,3,137,2,0,0,0,sales,medium
IND10747,0.81,0.84,4,173,4,0,0,0,sales,medium
IND10750,0.43,0.46,2,156,3,0,1,0,technical,low
IND10751,0.68,0.78,3,264,3,0,0,0,hr,low
IND10756,0.81,0.66,3,181,2,1,0,0,sales,medium
IND10761,0.94,0.66,4,230,2,0,0,0,sales,low
IND10766,0.65,0.82,4,196,2,0,0,0,IT,low
IND10769,0.24,0.88,5,199,5,1,0,0,sales,medium
IND10771,0.79,0.82,5,158,2,0,0,0,support,low
IND10776,0.09,0.79,6,293,5,0,1,0,sales,low
IND10781,0.85,0.95,5,236,5,0,1,0,hr,low
IND10785,0.78,0.98,4,239,3,0,0,0,RandD,medium
IND10790,0.37,0.46,2,156,3,0,1,0,sales,low
IND10792,0.89,0.64,3,184,5,0,0,0,RandD,high
IND10795,0.48,0.94,3,173,2,0,0,0,management,low
IND10798,0.68,0.81,5,266,2,0,0,0,accounting,medium
IND10801,0.78,0.86,5,274,5,0,1,0,sales,low
IND10806,0.32,0.50,2,135,5,0,1,0,sales,low
IND10809,0.87,0.97,5,250,6,0,1,0,support,low
IND10810,0.99,0.70,5,195,3,0,0,0,support,low
IND10813,0.11,0.88,5,250,4,0,1,0,RandD,medium
IND10816,0.75,0.59,5,206,2,0,0,0,marketing,low
IND10819,0.50,0.81,3,148,2,0,0,0,sales,low
IND10824,0.09,0.87,7,278,4,0,1,0,IT,low
IND10825,0.58,0.80,5,187,3,1,0,0,product_mng,low
IND10826,0.83,0.89,4,137,3,0,0,0,sales,medium
IND10829,0.87,0.94,3,217,3,0,0,0,technical,medium
IND10830,0.79,0.55,3,147,3,0,0,0,sales,medium
IND10832,0.85,0.79,3,217,2,0,0,0,technical,medium
IND10833,0.22,0.69,4,182,6,0,0,0,technical,low
IND10835,0.94,0.78,3,184,3,1,0,0,technical,medium
IND10836,0.94,0.77,5,210,3,0,0,0,product_mng,high
IND10838,0.82,0.51,3,210,2,0,0,0,technical,low
IND10843,0.52,0.84,3,261,8,0,0,1,accounting,low
IND10847,0.83,0.95,4,251,5,0,1,0,marketing,medium
IND10852,0.11,0.85,7,275,4,0,1,0,support,medium
IND10855,0.60,0.79,5,154,2,0,0,0,support,low
IND10858,0.41,0.50,6,257,6,1,0,0,support,low
IND10861,0.81,0.59,4,187,2,0,0,0,technical,low
IND10863,0.11,0.87,5,271,4,0,1,0,sales,low
IND10866,0.89,0.74,4,174,2,0,0,0,hr,low
IND10869,0.74,0.83,4,170,2,0,0,0,sales,low
IND10872,0.94,0.82,4,187,3,0,0,0,sales,low
IND10874,0.43,0.53,2,152,3,0,1,0,sales,medium
IND10878,0.48,0.81,3,212,2,0,0,0,technical,low
IND10882,0.37,0.52,2,128,3,0,1,0,accounting,low
IND10887,0.96,0.64,3,166,2,0,0,0,accounting,medium
IND10891,0.65,0.57,5,222,3,0,0,0,hr,low
IND10893,0.57,0.42,4,154,5,0,0,0,RandD,high
IND10898,0.11,0.87,6,305,4,0,1,0,marketing,low
IND10899,0.39,0.56,2,147,3,0,1,0,sales,medium
IND10900,0.64,0.48,3,147,7,0,0,0,sales,high
IND10905,0.83,0.91,4,266,3,1,0,0,sales,low
IND10910,0.74,0.81,4,150,2,0,0,0,accounting,medium
